playername,role
 knight3 ,warrior
reaper-rapid5,WARRIoR
furiousfurious,assassin
wolfshadow,"	mage
"
goldeniron,archer
silver,archer
arcane,tank
warden,tank
neonviper,"
assassin	"
wizardsilent5,tank
tiger1,	archer  
spirit.hunter,tank
mystic,HEALer
iron.shadow,healer
	stealth2	, warrior ##
cosmic_shadow,archer
ninjaphoenix4,warrior
raven3,archer 
	saMuraI76  ##,warrior
iron853,tank
luckyarcane,healer
   furious,warrior
golden9,assassin
crimson-golden,HealER
goldensilver9,tank
"
bravereaper
",tank
aRCAnE.SpIrIt0,mage
  spiritsilent  ,  warrior 
ancientviper,archer
cosmiclucky,healer 
spirit.stealth,healer
shadow.storm,	warrior 
nINJa,archer
kNiGHT5,mage
rapid7,tank
tigerdark43,warrior
falcon8äöü,archer
silent_wolf,  mage	
spirit7,warrior
ninjaphoenix3,mage
furious,assassin
dragon   ,healer   
knight,archer
electric,tank	
silver9,archeräöü
viper22  ,assassin
frozen1,"healer
"
stealth,"
warrior	"
wildcosmic,archer
cosmic8,healer
bladesilent,archer
wilddragon, warrior 
wizard-arcane,healer
dragonelectric,archer
luckyfurious,tank
arrow_phoenix1,warrior
golden2,"   mage
"
  furiousgolem4 ,assassin   
ancIENT5,"warrior
 ##"
golem,healer
   furiOus-hunteR	,assassin
  arcanetiger   ,assassin 
shadowrapid34, assassin   
FURIous,warrior
VipeR,tank
frOzEngolem622,mage
reaper.tiger,healer
samuraifurious,mage
wardenstealth ##,   AsSassIN   
arcane,mage
stormlucky8,"	archer
"
iron.viper,mage
dark6 ,AssaSSIn
reaperwild1,warrior
"
wild2  ",wARrIOr
ghostiron7,mage
storm1,assassin
  mystic429   äöü,healer
silent_wild7, archer  
frozen1,tank
ancient4,healer
blade51,assassin  
braveäöü, tank   
crimsonancient ,archer
arcanestealth4,healer
stormblade9,  healer   
storm4,tank
ironsilveräöü, mage 
electricgolem3,archer 
arcanehunter0,"
tank"
"	ghostspirit3
",healer
furious,healer
ghostninja7,tank!!
tiger78,archer
furiousfalcon,tank
iron_tiger ,healer
viper,archer
	ancientspirit7,mAGE
storm6,archer
darkcrimson ##,tank ##
silver.mystic,healeräöü
hunter3,"
mage   "
silent8,healer
raven,warrior
furious0,archer
silver9 ,tank 
lucky599,"
tank	"
hunter,warrior
  cosmicdark   ,healer
 wizard_falcon,  mage
luckysamurai,warrior
wILDmYstic,healer
samurai,mage
mystic-tiger ,tank
rapid9,tank
wolfstorm5,WARrioR
cosmic-silent,archer
dark6,arCHEr
falconfrozen,tank
knight,archer
silent3,mage   
BrAVE,healer
   cosmic,archeräöü
SILenT41,"
warrior "
cosmicbrave114,warrior
rapid,mage
luckylucky5,  warrior  
ninjastorm,tANK  	
furious_mystic,assassin
stealthraven5,archer
shadow,mageäöü
silverstealth,	mAge
  electric1	,tank
arcanestorm,mage
   phoenixbrave84  ,archer
viperfalcon9,assassin
spirit	,healer
braveknight   ,tank
brave.storm3,warrior
golden,mage
wild,ASSaSSiN
wildraven,mage
"
spirit_knight3	",healer
furiousrapid9,archer
arcane2	,archer
"   arcanedragon
",tankäöü
tiger.phoenix1,assassin   
wild2,healer
golDen,tank
spirit-ghost ,warrior
silent8,	healer   äöü
stealth,mage!!
  mystic  ,archer
stormiron,tank
wolf2,assassin
	crimson ,mage	
mystic, healer   
arcanephoenix4,healer
 brave_frozen12  ,	assassin   
  arcane5   !!,tank
hunter7,warrior
wild,  assassin   
wolf-golden6,healer
reaperstealth,tank	
cosmic-samurai,warrior
arrow.dark9,assassin
wildstealth,mage
neon0,assassin
spirit,archer
 luckydragon0   , archer	
dragontiger,arCHeR
hunter,archer
ancient_falcon,archer
"
frozenlucky86  ",  assassin
golem	,mage
blade2,tank
tiger,maGe
ancientlucky	,warrior
mystic!!,   archer   
reaper1,warrior
cosmicninja,aRchEr
crimson,archer
"
ancientsilent",warrior
phoEnIX8,assassin
tigerphoenix,mage
wolf,assassin
frozen4,healer
falconancient,warrior
mystic3,tank
  electric,"  assassin
"
   ancient ,mage
"	falcon
",tank
iron,tank!!
iron3,   ASSAsSin	
ironrapid4,  mage 
phoenix477	,tank	
cosmicfrozen,"
tANK  	"
furiousfurious,archer
rapid.blade898,assassin
shadow,"   archer
	"
arrow_cosmic4,mage
viper77,mage
neon,"
assassin	"
" stormsilver6
",mage
ghost_neon,healer
huNTEr-GoLEM7,healer   
ghost.shadow,healer
furious18,"
tank  "
"	ancient4
",mage
rapidfurious,mage
cosmic,healer
frozengolden,waRriOR
   lucky4,archer
   ninjablade,assassin
 storm54   ,healer
brave918,healer
frozenwolf3,warrior
irON,"
archer  "
tiger, mage 
iron,assassin
tigerfurious8,healer ##
	silent	,assassin
silver.falcon,assassin
shadowwild,   archer   
electricknight,archer
ghost,mage
STEAltH_ShADOw,mage
crimson.arcane   ,   archer	
viperdragon5,warrior
neonwizard,assassin
ancient_arcane,  mage   
darkcosmic,assassin
wolf4,  healer  
braveraven14,warrior
iRonRAPid,   assassin
blade,assassin
	wild   ,assassin
rapid.dark19,arCher
 rapid,warrior
stealthcosmic3,tank
wizard_ghost,archer
electric,tank
falconhunter,tank
tigerwarden1,archer
"
iron ",healer
 falcon	,   healeräöü
rapid,	mage   
mysticsilent,healer
shadow4,mage
warden-golem,warrior
	mysticgolem270	, archer  äöü
lucky93,healer
warden,	warrior
shadowsilent,healer
shadow6, healer   
arcane ,   healer
MYSTICSIlvER8,tank
brave94,mage
dragon,archer
  cOsMIc-aRrOW0   ,"
tank "
iron6,  mage  
dragon.knight,mage
stealth,warrior
stealthtiger5,healer
electricrapid7,warrior
"   ravenphoenix
",archer
crimsON75, archer 	
phoenixgolem5,healer
wizard0,mage
blade5,mage
mysticfalcon8,ASsAssiNäöü
wolffalcon28,warrior
raven-viper, assassin	
wolf,assassin
ironsilent,mage
irOn_sAMURAI,assassin
frozengolden5,mage
reaperbrave,"   mage
"
storm4,archer
wolfgolden,mage
 frozen6		,assassin
wolffurious5,tank
wildgolden,   tank 
 viperfrozen286 ,   assassin  
golden8,mage
 SToRM  ,warrior
blade57,tank
wolf237,assassin
FUrIouS.LucKy3,assassin
"
spirit
",archer
arcane464,tank
silent5,tank
furious6,assassin
darkspirit1,"
tank
"
ancient,assassin
frozenfurious8,mage
furious.silent,tank
 mystic502	,assassin
cosmic_dragon5,mage
darkninja5,tank
knight3,healer
kNIGhT,archer
bladeelectric,"mage
"
silentgolden7,WarRIor
SIlVeRtiger,archer
silver.falcon,warrior
wild3,healer
frozenbrave,healer
 AncIEnTFRoZEN9  ,archer
rapid,archer
"
ninjablade1   ",mage
"
ancient.rapid3
","   warrior
"
iron6,  archer 
silent-warden6,healer
stealth.silver,archer
stealth2,healer
"  stealth
",tank
golem613	,archer
"   silent5
",archer
furious0,	ASsassiN  
	frozen7,healeräöü
reaperancient7,archer
 silent9äöü,assaSSIN
silentphoenix,Tank
brave-silent27,assassin	
stealth0,	tank   
luckywolf,AsSasSin
silver,"
warrior  "
spirit9,warrior
samuraistealth	, tank	
frozen635,assassin
rapidwolf621,tank
"
falconrapid6",warrior
stealthmystic,assassin
arcane22,warrior
fURiOUs_gOldeN,archer
wild6,assassin 
ancientsamurai,mage
	silver9 ,warrior
silent,warrior
arrowiron0,healer	
silent_storm37,aRCher
wild,archer
bRAvEBRAvE3,warrior
electric,warrior
wildfrozen,assassin
electric_samur,ASsaSSin
rapid,warrior
arrow,archer
ironneonäöü,assassin
shadowspirit43,healer ##
viperiron98,archer	
ninjaneon,tank
 neonraven  ,assASSin
"electricrapid
",assassin
neon6,tank
aRCanEarCaNe81,mage
electric,archer
phoenix79,   archer 
knight,mage
wild-arrow0,   mage	
warden4,tank
phoenix,archer
	mystic   ,archer
stealth-spirit,assassin
arcane, archer   
dARkLuCky, archer 
knight1,archer
brave2,healer
raven,healer
warden,warrior
blade-cosmic8, archer  
raven,healer ##
"	silver44
", assassin   
frozen4,warrior
mysticstealth6,archer
"   golem
",archer
fUrIOuS,archer!!
frozen,mage
luckyiron,tank!!
wild8,tank
crimson2,TaNK
silentelectric   ,tank
falcon51,healer
ancientstealth,healer
brave,warrior	
wildfurious7,archer
viperbrave5,archer
tiger64,TAnk
shadowknight,archer
stealthreaper8,tank
ninjabrave54,archer!!
   StOrM.tigER	,tank
crimsonstealth,"mage
"
arcane,assassin
	wolf76 ,   mage   
	cosmic13  ,warrior
mysticdragon92,assassin
lucky,mage
"
iron0 ",assassin
bladecosmic,assassin
   wild9,tank
frozen,tank
wild0,warrior
furious,assassin
spiritghost,healer
falcon,healer
IrOnsIlenT,archer
neonstorm7,archer 
bravestorm3,assassin
  knightancient   ,assassin
rapid0,tank
silent3,archer	
furiousancient,assassin
blade2,warrior
arrowneon8,healer
stealtharcane,archer
phoenixrapid,mage
dark2, healer   
knight-mystic,assassin
electric,archer
bladewarden57,mage
ghost-phoenix,  mage  
"
lucky  ",warrior
rapidelectric7,healer
ancientrapid0,warrior
" knight.raven3
",assassinäöü
rapidfurious1,tank
 cosmicbrave1	,mage
ancient.falcon,warrior
iron.mystic5,healer ##
iron,healer
brave7,healer
arcane,assassin
arcane,assassin
  iron  ,warrior
golden14,mage
hunterfurious,warrior
"	arcane1
",warrior
stealth,asSASSin
silver-wolf,warrior
rapidbrave9,	tank   
REApERElEctRIc,archer
bravesilver27,archer
 falcon   ,healer
dark76,assassin 
"frozendark6
",tank
  golem   ,healer
frozenwild3,HeAleR
ghoststealth,	tank	
ghost0,healer
 silverdark8!!,healer
wilddark0,warrior
stormwarden, mage   
electricancien,hEaler
lucky,assassin
	ancient2   ,"
archer  "
dragon8,archer
furious,tank
crimson,healer
frozen7,assassin
arcane.iron2	,assassin
dark,healer
phoenixstorm,mage
cosmic,tank
luckydark,assassin
cosmic34,archer
wolf1,tank
crimson-iron1,assassin
golem," tank
"
furiOus6,warrior
samurai,  mage	
silver3,healer
  raven ,archer
FRoZEN9,healer
"	nINja1
 ",mage
phoenix6,tank
crimson-brave9	, archer  
GolEmsIlVER199,"
healer"
frozen0,warrior
	neonraven3   ,archer
lucky,	archer	
iron500,Tank
wizard,	mage  
silentmystic7,mage
shadow35,   warrior
furious,tank
mystic5,warrior
ghost64,warrior
stealth,healer
reApeRWizaRD,"
warrior	"
crimson,warrior
luckylucky4,arChER
ancient1,"  assassin
"
silver8,"warrior
"
   furiousshadow  ,"
healer	"
wizard.arrow2,healer
ancient,healer
knight,tank
wild,archer	
dark5,   warrior 
 silver	,assassin	
tiger338,assassin
" silver
",archer
silver,tank
wolfraven,archer
dark, assassin 
  luckyfrozen8  ,tank
knight246,mage
electric1,archer
silver4,"	warrior
"
AncIEnTstOrm5,"AssasSIN
"
frozen_ancient,mage
silverwarden4,assassin
electric.shado, assassin	
spiritbrave4,archer
	shadow19,assassin
brave,tank
ravenblade,assassin ##
frOzeN2,warrior
luckyiron,archer
silent8, assassin	
"golden9
",archer
arrowcosmic,   assassin   
falcon91,archer
tiger6,tank
mystic_silver0,mage
wolf-tiger	,mage
golden,mage
cosmicarrow1,assassin
wizard6, warrior	
golemshadow,archer
cosmic0,mage ##
   crimsonphoenix   ,mage
goldenviper1,archer
golden,assassin
	ravenbrave   ,assassin
frozen72,mage
raven,healer
darkspirit,warrior
wiLDnINjA,assassin
ghost7,warrior
frozenwarden,tank
luckyghost,heAlER
knight9,warrior
	cosmic ,mage 
bladeneon,warrior
stormrapid3,	assassin   
silent,healer
  stealth8 ,assassin
silent,archer
crimson9,mage
" neon1
",archer
shadow.brave,mage
ironwild88,tank
  sIlEnt20   ,healer
stormdark,tank
frozen,healer
dragongolden ,archer
silentfrozen81,warrior
shadow8,warrior
viper.spirit,healer
golem,healer
shadowsamurai,tank
ghost,  tank	
wIzARD1,"
tank
"
shadowcosmic3,tank	
wizard,healer
phoenixsilver,tank   
falcon_spirit,healer
   bravetiger0   ,	warrior	
falconblade,archer
  rAvenReapeR36  ,healer
FaLconREapeR,"
assassin	"
falcon,assassin
stormarrow87,mage
luckyknight1,assassin
ravenraven,warrior
AncIEnTSIlvER,healer
frozenreaper84,   mage  ##
reaper85,healer
arcane,assassin
raven.viper,warrior
   arrow-tiger2,archer
arrow5,mage
ancient-neon7,warrior
  storm_warden7,mage äöü
electric3,mage
warden5,mageäöü
vipERIrON7,tank
rAVENSiLVer,tank
wardenwild979,tank
bladestealth4,archer
rapid1,archer
ancient,mage
NeoN_RAVeN3,mage
darkeLeCTRIc!!,archer
phoenix,	tank 
rapid,warrior
dark,mage
phoenix10,assassin
iron,assassin
"
luckysamurai	",archer
blade,mage
stealth,   ArChER 
ghost_arcane9,warrior
furious3,"
mage   "
wildfrozen,mage
samurai,healer
reaperviper945,assassin
frozen.viper,taNk
electric.raven,mage
silverphoenix,tank
stealthfalcon,   warrior	
blade,tank
"
rapid51 ",   healer	
cosmicgolem9,archer
brave8,warrior
	knight2	,assassin
ninja,healer
warden,warrior
knight,mage
spirit-samurai, mage  
arrow,warrior
phoenixmystic,healer
darkarrow5,mage
STOrm_blAde,tank
electric_rapid,	assassin  
hunter,tank 
neon," assassin
"
dark,heALeR
phoenixstorm, tank	
WildArRoW,"   assassin
"
storm.golden2,mage
GoldenArCanE0,	assassin 
wildsilver843,healer!!
"
brave8",archer
electric,healer
frozen8,assassin
phoenix,healer
brave4,archer
shadow8,warrior
   furious6	,assassin
dragonwarden,"
warrior  "
ancientfrozen1,assassinäöü
wildarrow51,warrior
ravenancient81,warrior
arrow,tank
golem5,WArrIOR
  crimson   ,tank
mystic ##,"
tank  "
ninja_mystic31,tank
 brave70  ,assassin
mystic.warden3,healer
neon,tank
ELECtric.wolF7,tank
 GoLemmYStIC  ,	warrior	
ravenmystic6,   tank   
furious-phoeni,MAgE
iron,tank
frozen,archer
"electricgolden
",assassin
goldenarcane6,mAgE
rapid875,archer
viper,warrior
braveäöü,archer
furioushunter9,AsSAsSIN
stealthfurious,archer
bravespirit,	tank
samurai,"
archer "
silver,assassin
shadowelectric,assassin
shadow41,assassin
dark12,archer
silent3,archer
ninja,healer
silver,assassin
  ravenmystic   ,assassin
warden7,   assassin   
furious-shadow,ARcHER
"bladebrave451
",healer
  cosmic217  ,arCHeR
blade,tank
 spirit.golem38    ##,mage
warden,healer
lucky2,assassin
spirit6,archer
arrow4,archer!!
stormknight57,mage
dragonstealth,mage
furiouswild9,tank
blade,assassin
SHaDOWStORm,asSASSIn
rapid3,tank
spirit,archer
ninjaspirit79,mage
crimsonwarden,   archer 
electricgolden,archer
luckyghost,healer
wolf,mage
frozen7,assassin
 spirit-cosmic7	,mage
neon9,hEAleR
wolf-iron,warrioräöü
stealth47,warrior
rapidlucky,healer
dark,warrior
ravenwolf,MAGE
ancient,assassin
samurai4,warrior
knight8,warrior
silent_electri,mage
furious1,mage
dark9,mage
storm-warden,warrior
luckydragon,tank
SteALTh,healer
crimsoncosmic,"   mAGE
"
crimson5,healer
	ninja   ,healer
ninja-neon,mage 
arrow-dragon,assassin
silent3,mage
aNCieNTSiLEnT,mage
crimsontiger,  mage  
golemfalcon!!,mage
furious,warrior
ravenstealth59,warrior
frozen,tank
lucky.stealth6,mage
furiousgolden3,mage
iron,healer
 ancient240!!,healer
bladearcane0,archer
stealthwild,healer
dark9,warrior
NEon75,tank
hunter218,assassin
GHOSt-GOlEm8,warrior
wild_dark953äöü,healer
blade2,archer
   golemarcane50   ,   healer  
stealth_neon,assassin
   wildwarden  ,mage
viper7,warrior
crimsoncrimson,warrior
golden-tiger4,tank
stealthraven19  ,tank
ancieNtMySTIC,tank
hunter79,HEAleR
hunter9,	maGe   
mystic90,  archer	
electric,mage
  shadow,archer
neon79,tank
ancientraven,archer
ninja,archer
ancient,archer
viper,mage
AncienT1,archer
tigermystic,TAnK
blade0,mage
arrow,assassin
spirit,   tank
ninja35,mage
stealth53,mage   
ancient, wArRIOr  
frozen,   tank  
wild3,healer!!
  crimsonraven ,mage
neon6,	mage	
stealthmystic,tank
irongolden,mage
mystic,healer
viper,archer
golemviper1,assassin
knightwarden,mage
wizard87,healer 
phoenix714,healer
	darkwild,assassin
wardencrimson4,assassin
wildphoenix,assassin
tigersamurai,  tank   
electricgolden,  archer   
stormdark8,warrior
  viper3  ,archer
silver0,healer
wilddragon3,	tank   
	ravEn.ancieNt	,tank
warden,archer
falcon_crimson,assassin
silent-storm29,assassin
ghost74,mage
wolfwizard8 ,mage
"
ravENhuNter1  ",assassin
silentsilver40,assASSIN
falcon,	archer  
golden6, mage   
ravenreaper7,healer
crimson,healer
arcane_mystic,tank
knight,warrior
golem359,assassin
 arROw,healer
silent-cosmic,assassin
RAvEn7,healer
falconstealth5,assassin ##
lucky93 ##,	archer   
ninjadark9,archer ##
arrowdark2,aRcHeR
samuraineon,TAnK
stealth6,mage
   silentfrozen,HEAlER
storm151,archer
  furious	,warrior
ancientiron9,tank
shadow,tank
viperraven39,assassin
  ghost_falcon  ,mage
knight,healer
reaper.arrow31,healer!!
spirit,assassin
   reaperspirit	,warrior
arrow_warden,healer
storm,warrior
blade4,HeALer
sAMurai5,mage ##
neon.dark,tank
	silent,mage
stealth,healer
furious6,"
mage   	"
   mysticcosmic5  ,archer
"
frozen6   ",tank
arcaneknight5,   assassin  
viperphoenix,	mAgE 
huntergolem,HEAlER ##
brave,mage
aRrOW61,warrior
golden,tank
dragon,assassin
stealthgolden1,assassin
furious8,archer
furious_phoeni,	tank   
dark,healer
wild,warrior
pHoENIX0,warrior
cosmicfrozen0,warrior
neon,archer
"  arcane_wilD
",AsSaSsIn
ancient5,  healer  
wild.wild!!,warrior
ninjasilent755,"
healer	"
blade_golden4,healer
ghost3,HeaLer
ghost36,archer
silent.shadow,archer
ghost_shadow3,mage
 irOn6,assassin ##
arcane,  archer	
wildraven,mage
raven,archer
reaper,  mage  
silver_arcane,assassin
  wizardwolf71	,tank
blade_iron2,assassin
falcon0,healer
silverraven2,archer
wOlF6,	tank 
neon.golden,healer
cosmic_cosmic,healer
luckyneon,mage
neon,healer
ancient6,healer
silverwolf59,mage
ancientäöü,"   warrior
"
darkneon7,archer
golden,archer
blade_iron,tANk
"
crimson.golem3	",healer
"	silver
",tank
silver77,tank
dark1,assassin
tiger,warrior
brave,healer
stealth.phoeni,archer
crimson,MaGe
samurai1,mage
cosmic.arrow63,healer
wildfurious2,healer
stealth6,mage
arrowcrimson2,mage
brave,mage
hunterwizard70,assassin
neonsilent,healer
   arrOw7 ,warrior
 shadowblade	!!,aRCHEr
rapidknight0,healer
furious15,arChER
  WildancIenT4,tank
iron,"
healer "
"
silent",warrior
stormninja48, healer
	silverwild,warrior
crimsongolem,tank
ghost_viper19,mage
frozen934,healer
raven68,wARRIor
golem9,warrior
spirit-furious,"
archer
"
golden0,	assassin	
BLAdE7,"   tank
"
lucky_raven,warrior
stealth,archer
dragonbrave894,tank
frozensilent1,tank
furious769,tank
   brave1,mage	
furious,tank
"
goldenreaper   !!",tank
neon,archer
neon1,assassin
dark,warrior
cosmic8,healer
furiousfalcon9,assassin
ghost,"assassin
"
SilENt-kNighT,tank
rapid,tank
silver_wizard,archer
ancientdragon5,tank
ninjaelectric,healer
"
golem8 ",archeräöü
raven5,warrior
rapid_arrow2,TANk		
viperfrozen,  tank   
furiousrapid,mage
golden,tank
ninja,warrior
wild0,assassin
 arrow9  ,warrior
reaper,HeALER
reaper-warden4,mage
shadow4,archer
HUnteR, archer  
ghost,mage
electricraven9,healer
   lucky7  ,mage
"
golem	",healer
   shadow.golem7 ,assassin
" wildiron
",tank
falcondragon	,tank
electric,archer
storm	,assassin
rapid,warrior
shadow,healer   äöü
golem0,"  warrior
"
knightcosmic1,archer
furiousraven1,tAnK
warden224,archer
rapid270,archer ##
wildtiger5,archer
golden,mage
"
electricwarden	",warrior
cosmic,asSasSin
dark_ancient,MAge
wolf.arcane8,warrior
golden,healer
golden696,tank
stealthstorm,WarrIOR
furiousraven0,tank
	FrozENgHOST  ,   archer   
hunter2,assassin
lucky,mage
lucky,assassin ##
arcanefrozen9,mage
arcanefrozen9,archer
   silent  ,healer
silent,tank 
knight,   healer   
knight,archer
wolf75,archer
 WOlf75	,superadmin
golden,tank
golden,assassin
cosmic1,healer
cosmic1,warrior
mystic12,"
archer
"
mystic12,test
"
iron6	",tank
iron6,superadmin ##
arrow_ninja70,ARcheR
   arrow_ninja70 ,archer
wizard_furious,aRCHEr
wizard_furious,archer
viper58,healer
viper58,warrior   
"
arrow	", mage
arrow,healer
ninja-shadow7 ,healer
ninja-shadow7,mage
furiousfalcon,assassin
   furiousfalcon ,warrior
shadowancient8, mage
shadowancient8,test
silverghost,mage ##
silverghost,test
" falcon99
",assassin
falcon99,test
iron7,MagE
iron7,tank
luckyspirit,mage
luckyspirit,"
root	"
wild0,"
warrior "
wild0,warrior
luckyarrow8,warrior
luckyarrow8,healer
electricfalcon,archer
electricfalcon,mage
knightbrave48,warrior
knightbrave48,archer
falconmystic4,   TaNk  
falconmystic4äöü,test
  dark	,warrior
dArK,test
brave, healer	
brave,teST
mysticgolem795,	healer 
mysticgolem795,mage
ancient,   mage  
ancient,mage
wild,Mage
wild,tank
neonviper,archer
"
neonviper
",invalid
arrow,  assassin	
arrow,mage
arcanewarden1,warrior
"   arcanewarden1
",warrior
stealthghost,archer
stealthghost, assassin   
crimson940 ,warrior
crimson940,mage
wild1,assassin
 wild1   ,assassin
neOn6,warrior
neon6,assassin
shadow9,tank
shadow9,warrior
rapidelectric6,mage
rapidelectric6,superadmin 
phoenixwild,archer
phoenixwildäöü,"   archer
"
  rapidphoenix   ,tank
rapidphoenix,mage	
rapidgolden9, mage	
rapidgolden9, invalid  
arcanemystic!!,healer
arcanemystic,   root
ghost-silver,assassin
ghost-silver,root
wizard47,"
mage  "
wizard47,archer
brave-mystic,archer
brave-mystic,"	assassin
"
silver0,healer
silver0,SuperadMin
phoenix_arrow,mage
pHOEnIX_ARROw,warrior
silver_knight1,tank
	SIlver_KNIght1  ,invalid 
silentghost6,assassin
silentghost6,invalid
furiouswild93,assassin
	furiouswild93  äöü,assassin
wild382,tank
wild382,test
bladewild2,warrior
	bladewild2 ,mage
stealthancient,tank
stealthancient,roOT
ancient7!!,   assassin   
anCIeNT7," archer
"
falconiron7,warrior
  falconiron7	,mage
"
brave	",tank
	brave ,"
test	"
hunter,  tank
hunter,mage
silverdark0,healer
silverdark0,mage
ancient1,TaNK
ancient1,test
spirit,archer
spirit,mage
ancientdark76,tank
ancientdark76,	WaRrior 
crimson,healer
crimson,superadmin
neon,tank
neon,invalid
  ironstorm,archer
ironstorm,"
healer
"
dark_arrow7,tank
dark_arrow7,invalid
samurai,  healer	
samurai,assassin
silent,healer
silent ,	root   
SIlenT-StEalth ,healer
silent-stealth,  SuPERaDMIn	
stealthiron,tank
STEALTHiroN,assassin
rapidshadow ,assassin
rapidshadow,"	archer
"
neonfalcon,mage
neonfalcon,test
sPirit5,archer
spirit5,   healer 
spirit_frozen,tank
	SPiRIt_fROzEN,invalid
silver_furious,warrior 
silver_furious,mage
falcon,archer
falcon, root
neonarcane87,mage
neonarcane87,root
tiger5, healer 
"
tiger5
",mage
silver  ,mage  
	silver	,healer
storm_ghost,mage
   storm_ghost,invalid
shadowfrozen3,archer
shadowfrozen3,superadmin
hunterancient,assassin
hunterancient,"  root
"
brave3,archer
brave3,mage
frozenfrozen18,archer
frozenfrozen18,healer
reapershadow,archer
reapershadow,archer
neon5,assassin
neon5,mage
ancient1, tank	 ##
	ancient1   ,superadmin   
neon4,archer
neon4!!,healer
"
wild-golem   ",healer
 wild-golem	,inVAliD
neonmystic,warrior
   neonmystic   ,   archer 
iron-storm6,healer
iron-storm6,"
assassin
"
knight-frozen1,warrior
"   knIghT-FRozeN1
",archer
arrowfurious,warrior
arrowfurious,test
huntermystic6   ,  warrior !!
huntermystic6,invalid
samuraighost,archer
samuraighost  ,assassin
cosmic5,assassin
cosmic5,healer
lucky,warrior
lucky,tank
neon_hunter9,healer
neon_hunter9,assassin  
crimson.raven6,	mage   
crimson.raven6,MagE 
reaper_electri,mage
	reaper_electri	,invalid	
arrow,healer
arrow,tank
  silver  ,ArcHeR
silver,invalid
phoenixdark4,  mage  
phoenixdark4,assassin
stealth,archer
stealth,invalid
samurai1,warrior
samurai1,archer
dragonarcane,tanK
dragonarcane,warrior
shadow_samurai,tank
 shadow_samurai  ,mage!!
ninjagolden,archer
"
ninjagolden	",  test  
ninjaarrow,mageäöü
ninjaarrow,tANK
 tiger,tank
tIgER,archer
	viper  ,warrior
viper,archer
silverneon6!!,maGE
silverneon6 ,mage
wolf3,tank
wolf3  ,warrior
arcane63,archer
arcane63,   healer   
frozen3,tank
frozen3,root
falconspirit,warrior
  faLcOnSpIrIT	,root	
"
furious   ",   healer	
furious,warrior
viper7,mage
viper7,test
  WIldsIlvEr   ,healer
wildsilver,warrior
electric.storm,warrior
ElEctRIc.STORm," assassin
"
 electric9   ,healer
electric9,invalid
silentraven,warrior
silentraven,mage
	ancientdragon5,ArChEr
AnCIENtDRAgOn5,root
mystic5,tank
mystic5,mage
ancient,warrior
ancient,tank
"  rapidghost2
",warrior
rapidghost2,root
bravearrow3,assassin
bravearrow3,superadmin
NeONBLaDE9,warrior
nEOnblade9,assassin
cosmic,mage
COSMIC,healeräöü
ghost,warrior
gHoSt,warrior
storm,assassin	
storm,tAnK
luckybrave4,"
archer"
lUckyBravE4,archer
IRon,healer
   iron   ,tank
viper2,warrior
viper2,tank
arcane2,assassin
arcane2,archer
  arcane   ,healer
ArcAne,test
raventiger3,"
mage	"
raventiger3,warrior
 shadow58	,"
HEALEr   "
shadow58, SUpEraDmIN	
knight0,tank
   knight0,   tank  
spirit,aSsaSsin
spirit,root
samurai_samura,"
mage "
samurai_samura,  warrior	
golem_lucky,tank
GOlem_LuCKy,ArcHEr
"
knight_tiger75",healer
knight_tiger75,warrior
dragongolden,mage
dragongolden,superadmin
stealth7,archer ##
stealth7,invalid
mysticshadow96,tank
mysticshadow96,archer
"
stealth",mage
stealth,invalid
reaper,healer
reaper äöü,archer
"   dark-ancient1
",warrior
dark-ancient1,tank
	ninjaelectric ,warrior	
"
NINjaELectRIc
",invalid
reaper,"
tank "
reaper,test
mysticcrimson3, aRCheR 
	mysticcrimson3   ,healer
dark,mage
dark,archer
mystic2,   heaLeR äöü
mystic2,warrior
stealth,archer
stealth,healer
ravenmystic7,tank
rAveNMYSTIC7 ##,superadmin
"	ninjafurious3
",healer
ninjafurious3,	invalid	
"wild
",mage
"	wild
äöü",healer
dark9,mage 
dark9,tank
shadowdragon,mage
shadowdragon,mage
spirit-phoenix,  archer   
spirit-phoenix  ,root
  warden.furious,archer
WarDEN.fUrious,archer
furiousdragon,healer
furiousdragon,ArcHeR
furious9,mage
furious9,archer
tiger9,ARCHEr
	tiger9  ,  aSSaSSIN  
braveiron,healeräöü
 braveiron,assassin
mystic,TaNk
mystic,superadmin
iron3,mage
iRON3,warrior   
lucky,warrior
lucky,test
dragonneon5,tank
dragonneon5,invalid
storm-wizard,archer
storm-wizard,invalid
stormshadow9,  tank 
  STORmShADOW9  ,archer
	silver  ,"
mage "
silver,superadmin
fuRIoUsGOLEM82,tank
furiousgolem82,tEST
FuRIOUs,warrior
furious,test
 knight   ,mage
knight ##,	archer
raven5,tank
raven5,"
test	"
tigerviper9,warrior
tigerviper9,archer
wardendragon,archer
wardendragon,warrior
arrow,healer
arrow,healer
"
WoLf847
",archer
WolF847,  assassin 
electric61,tank
electric61,HeAlER
bladearcane2 ##,healer
bladearcane2,healer
dark1,assassin
dark1,mage
"
furious4
",tank
furious4,tank
stealth,archer
stealth,assassin
raven753,warrior
  raven753 	,tank
   knightphoenix8 ,mage
knightphoenix8,invalid
arrowsilver,mage
	arroWsilveR	,test
lucky8, archer  
lucky8,archer!!
cosmicstorm  ,assassin
cosmicstorm,warrior
electric322,tank
