playername,role
stealthphoenix,   tank	
golem_arrow0,tankäöü
tiger.iron0,tank
dragon_wolf9   ,	assassin   
crimson_cosmic,healer
ghost.neon1,warrior
warden3,tank
ravenghost1,tank
crimson,mage
mysticdragon,mage
rapidphoenix,assassin
reaper8, tank   
lucky,warrior
wizard-wizard8,assassin
silent,HEAlER
 golden233	,archer
BLadE,archer
blade,archer
electric.dark,assassin
furious,archer
viper13,assassin
samuraitiger70,mage
tigerghost,HealER
"
golden6 	",assassin
silver345,assassin  
cosmic,mage!!
iron-shadow9,warrior
viper.arrow5,tank
lucky,	assassin 
hunter,mage
viper4,mage
neon.knight,aRchEr
silver,archer
cosmic,   tank
WiLd_WIlD9	,warrior
golden,assassin
tiger,warrior
FroZEN,archer
SHaDow3,assassin
huNTeR-vIPER3,healer
reaperwild,mage
   reaper3,tank
rapid3,assassin
knight0,healer
luckysamurai5,"	tank
"
shadow8,healer
wizard,warrior
frozen	,warrior
 wizardraven47	,   healer
viper ,healer
	warden39 ,tank
shadow9,healer ##
furiousstorm  ,archer
arcane,assassin
frozen-viper96,healer
crimson,tank!!
knight4, healer   
wizardancient0,tank
dragon,mage
stormwizard193,tank
braveneon,healer
knight87,warrior
falcon,assassin
braveghost2,archer
golden.knight5,assassin
wild.mystic7,mage
shadow,archer
HunteRdArK7,tank
cosmicarcane,archer	
crimson,archer
wild,warrior
  brave_lucky745,warrior
shadow7,healer
storm7,warrior
 wizard   ,assassin
falcon.dark,"
healer "
 StORMSilEnt99	,tank
samuraiwolf99,mage
cosmic0,mage
ghostshadow4,archer
warden2,archer
neon85,assassin
ninja,mage
wild68,   healer   
neon.knight826,assassin
"   arcaneninja8
",tank
	samuraimystic4   ##,tank
"
hunter0  ",mage
  tigerarcane2	,warrior
goLdEN,mage
reaper_reaper9,archer
ninjablade8,"
warrior  "
stealth-viper,archer
phoenix3,healer
silver-spirit,archer
  furiousninja	,mage
frozensamurai8,healer
iron8,healer
storm,assassin
falcon3,assassin
  electric4   ,ASsassin
MySTiC3,mage
  brave0  ,warrior
DrAgoN,assassin
hunterreaper,  mage   
warden_shadow9,healer
furious,warrior
stealth0,warrior
electric,tank
dragonfalcon,tank	
neon80,healer
"   wolfviper
",mage
"
faLCoN9",archer  
cOsMIC,tank
ghostdragon,archer
neON,healer
	silent2	,tank
neonelectric,warrior
"
golden19  ",mage
neon37,archer   
mystic,warrior
dragon,assASSin
stealthneon,aRCHeR
frozen4,assassin
silent,tank
frozensilent,	warrior
falconlucky,tank
bravestealth,healer
phoenix,healer
falconspirit,healer
falcondragon,warrior
	gOleM , assassin  
cosmic90,healer
golden,mage
arrowsamurai5,"
healer	"
   dragonraven5  ,archer
arcane907,healer
hunter1,assassin
silent.silver,archer
StOrm2 ##,mage
electricrapid7,assassin
ancient7,warrior
dragon.storm63,"  HEALeR
"
reaper,mage
dark ,healer
phoenixiron,archer
falconancient6,tank
"  golden9
",assassin
golemwizard477,assassin
huntergolden,   warrior	
  dark33  ,mage  
viper,tAnk
silent,healer
electricfalcon ,warrior
cosmic,tank
neon ##,assassin
iron,warrior 
reaperlucky,warrior
ancient,  healer 
falcon5,assassin
goldenrapid,   tank   	
dark44,tank
warden2,assassin!!
ghostknight,assassin
wildtiger91,mage
"  ninjafrozen
",	ArcHer
ancient.falcon,archer
knightarrow4,	mage
electric18,healer
phoenix_neon28,maGe
dark80,healer
furious.blade1,assassin
tiger6,assassin
ninjadark6,warrior
electric4,"assassin
"
crimson8,healer
golem74,"healer
"
raven_spirit3,warrior
hunter,tank
shadowancient,ARChER
WILd-fALCON,tankäöü
electricghost	,   wARRiOR  
spiritsilent1,tank
"
darkwarden1",tank
electric6,assassin	
phoenix87äöü,   warrior  
silver,assassin
  lucky , warrior
phoenix14,mage
"	golden9
",archer
arcane,mage
   FURIOuS63	,mage
golem,mAGe
NEOn.HUNtEr0,tank
iron2,mage
wizard7,tank
tigersilver,healer
   wizardreaper  ,tank
darkiron50,tank
crimson34,assassin
ravencosmic,mage
arcane,healer
cosmic9,assasSin
wardengolem,archer
silver_mystic9,healer
wild4,"
tank
"
  iron   ,warrior 
silent12,WaRriOr
silentsilver7,assassin
"
ancientrapid0   ",archer
  silver ,warrior
rapidiron1,mage 
 mysticancient4,   warrior  
golem-wizard2,assassin
warden-reaper,archer
neon,tank
cosmic47,warRiOR
neon2,assassin
rapidarcane973,tank
ravensamurai,tankäöü
lucky8,	warrior	
mysticiron5,assassin
wardendark,healer
knight-arcane7,"
healer"
 arcanetiger  ,assassin
neondark6,mage
lucky.electric ##,"
magE   "
  electric	, archer
rapid,tank
cosmic3,mage
silver,tank
silverknight,assassin
   falcon7   ,	archer  
ironwizard,assassin
bravesamurai,healer
furious	,assassin
mystic.dark,   aSsAssIn  
electric3 ##,tank
huntershadow,warrior
neon807,"tank
"
ninjaneon8,tank
hunter,assassin
wizardsilver,tank
hunterbrave ,"tank
"
mystic,assassin
arrowstealth96,tank
frozenfurious,tank
hunterdark ##,mage
  arcane60   ,tank
ancient,healer
wardenelectric,archer
tigerneon251,warrior
frozenfrozen54,warrior
iron.spirit,tank 
rapidarrow961,  archer   
dragoncrimson,HeALeR
ancient2,ASSaSSIN
arcane5,tank
silent.ancient,assassin
  silent3,	tank   
bravegolden,tank
iron_stealth   ,assassin
	arcane4	,warrior ##
warden7,tank
"   stealth.tiger5
",archer
samurai46,archer
GoLDeN,assassin
cosmic693,assassin
dragondark88,archer
   arcane   ,asSassIn
mystic263,warrior
falcon8,assassin
   wizard.lucky9   ,tank
wolf4,assassin
GOLDEN3,"
mage"
 lucky   ,tank
silent0,mage
stealth,warrior	
ELeCtRiC.golDE,warrior
arrowninja,warrior
silent5,healer
"
ninja.wizard ",healer 
samurai,tank
stormcosmic2,mage
"
rapid53 ",healer
arcaneiron760,healer
silent,   mage	
aNciENThUnTer,tank
elEctRICCosMic,mage
viper.reaper7,"	assassin
"
" neon501
",healer
knight2,tank
ghost,healer
 furiousmystic9	,healer
STorMneoN5,tank!!
luckyfurious,archer
arcane,	mage  
"   golem
",assassin
neon235,mage
AncIENT16,healer
mysticdragon15,healer
"
crimsonmystic  ",archer
darkarcane96,healer
frozen,  taNK
frozenelectric,Mage
electric,warrior
wolfwolf,assassin
rapid_electric,archer
DarK5,archer
ancient,mage
ravencrimson57,tank
furious,healer
golem7,mage
wildsilent6,  HeAlEr   
mystic3,tank
mystic,archer
 luckydark  äöü,assassin
ghost_ninja0,TaNk
 arcane85 ,mage
falcon,"
warrior	"
	bladehunter,assassin
  electricancien  ,warrior!!
electricancien ,archer!!
crimson24,mage
falconsilver42,mage
  lucky48	,assassin
stealthwild,tank
ancient9,archer  
golden91,healer
brave,warrior
viperarcane,assassin
dragon1,archer
WiZARDStORM,   assassin
golden1,	mage  
silentiron9,tank
wildbrave858,  mage	
ancient,   archer
sIlveR366,mage!!
sILver.bLaDE8,tank
	wardenstealth6,healer
   WILDstoRM0	,assassin
arcane_rapid85,healer
 arcane.dark53	 ##,mage
wizard,warrior
braveninja0,assassin
wizard6,ARchER
"
wild	",healer
mystic,tank
rapidshadow,	archer   
hunter.arrow	,archer
silverbrave2,warrior
spirit.stealthäöü,healer
"   neonninja
",mage
samurai59,archer
wild469,warrior
wolfwild,warrior
goldenwild4,assassin
golemghost,mage ##
furious91,healer
  wizard4,mage
wilddark6,healer
arcane58,assassin
eLectricRApID,archer
hunter5,healer
tiger-shadow,mage
iron,tank
mysticsamurai	,warrior
reaperghost0,archer
ghost-frozen,archer
knight-silent	äöü,assassin
"
stealth  ",mage
silent976,assassin
mystic,assassin
	mysticdark	äöü, tank   
wild1,"   mage
"
reaper613,warrior
golden,archer
frozen36,assassin
golemfurious5,tank
wizard8,tank
dragongolden,tank
shadow_shadow0,waRRiOR
lUCKY8 ,warrior
raven3,archer
wild0,tank
golemcrimson7,warrior
furious,WaRrIor
silver1,mage
dragonraven4,warrior
stealthcrimson,warrior
neon_arcane,assassin
wizardarrow9,assassin
   crimsontiger3	äöü,warrior
dark,healer
crimson2,tank
electric,tank
 iron  ,	warrior  
ancientfurious,wARRioR
knight_ancient,assassin
"
stealth_storm ",warrior
cosmic4,warrior 
shadowlucky405,ASsaSSin
 mysticbrave	,mage
frozen-crimson,healer  
furiouselectri,mage
arcane0,archer
bravespirit2,tank
ninja0,assassin
ninja,wARrior
reaper_FurIOUS,assassin
wolf,mage
WilDfuRiOUs,archer
rapidsilver,healer
dark2,archer
blade4,archer
mystic,assassin
mysticwild0,archer
wilddark,HeAler 
golemneon1,assassin
"
ancient.wild64	",mage
falconsilver6,assassin 
furiousstealth,  archer  
viperbrave2,archer
cosmic420,aRCheR
	wizard,"  archer
"
stealth_dragon,tank
electric-crims,healer
stealth,warrior
crimson607,mage
	AnCIENtnEOn	,aRCHEr
crimson,warrior
dark7,mage
EleCTRIcSilENT,archer
dark,healer
crimson_mystic,warrior
ironarcane7,warrior
furious ##,	healer   
spirit,healer
spirit,	tank 
spiritelectric,mage
goldenhunter6,archer	
darkspirit46,assassin
falcon7,healer
raven,warrior
cosmicgolem,healer
bravewarden,tank
wolfelectric5 ,tank
phoenixwild,"
mage
"
ANCieNTsAMURAI,mage
ironlucky ##,archer
	mysticmystic3	,ASsaSSin
golden,mage
shadow9,assassin
cosmic,assassin
warden,healer
ancient,mage
  ancient56,	warrior	
brave,mage
frozenneon, assassin   
mystic.falcon5,waRRiOR
wolf915,archer
  rapidwolf8,tank
dark.ghost,  healer 
spiritfalcon,mage
dragonfrozen1,archer 
bravE_NeON,  tank   
wIzarD0,"	assassin
"
tiger-warden0,   assassin
tigershadow,warrior
MySTIcReAPEr,mage
dragonwild,tank
   knight659	,archer
arcane52,healer
arcane-silver4,assassin
KnIgHt,assassin
   blade7	,"
warrior
"
neON	,   assassin   
	storm  ,archer
storm4,tank
arcane,   mage!!
arrow_wild,mage
silver-frozen6,assassin
frozen_blade9,assassin
ironmystic9,healer
silentshadow80,warrior
silent6,assassin
electricgolden,mage
warden6,ARChEr
goldenäöü,	warrior
wardenlucky,assassin 
wizard,"  archer
"
bravearcane,healer
warden ,healer
warden43,healer
samuraicosmic,healer
pHoENix338,archer
	electric0,mage
shadow,mage
silent,assassin
   golem4  ,archer
bravefrozen,archer
silentelectric,healer
  lucky,"
healer	"
knight,healer
samurai,"
archer   "
dragonfrozen,archer
  phoenixblade  ,warrior
neon4,   archer   
wild,archer
electric_neon9,assassin
wolf-wolf,archer
dark.hunter, assassin   
  shadowiron,assassin
samurai,tank
ancient ,"
archer  "
"
reaper1	",assassin	
"
wild_falcon   ",warrior
ancient,mage
   ancIeNT.WiZARd   ,WARRiOr
frozen-silent,  healer
rapid,healer
  NiNJA1  ,archer
dark9,tank
lucky,archer
   bRavE6  ,"
warrior "
"
brave-silent8	",assassin
wolfninja,archer
arcane8,assassin
stealthlucky,warrior
wolf   ,mage
golden87, ArCHer	
viper,warrior	
rapid,archer!!
storm,archer
phoenix52,healer 
reaper3,mage
arrowdark2,archer
iron,assassin
tiger,warrior
golden9,archer
falconninja7,healer
wild_cosmic,tank
wildwolf,archer
electric-falco,healer
reAPeRsToRM832,assassin
mysticarcane3,mage
mysticmystic,assassin
bladeblade9,healer
furiouswild395,archer
wolfgolden6,AssaSsIn
raven_spirit9,healer
dragon,tank
silver  ,	warrior  
 electric_knigh	,assassin
ninja,mage
mystic,assassin
BRaVe-fuRiOus1,"
tank
"
ancient_dark7,healer
hunter1,warrior
stormrapidäöü,tank
frozenancient3,mage
CRiMSONVIpER,assassin
furious6 ,tankäöü
shAdOwELeCtRic,archer
knight.neon,assassin
golden,mage
crimsonwizard5,  mage 
   neoncrimson1,archer
dark,mage ##
furious-tiger,warrior
SpiriT,"
healer
"
ravenstorm5,assassin
darkarcane,WARRIOr
wizard.hunter,assassinäöü
neon3,archer
dark3,tank
silent.falcon3,healer
viperrapid5!!,healer
frozEnpHoEniX1,"
tank"
blade6,archer!!
lucky,assassin
silentfrozen10 ##,tank
neon,"   warrior
"
stealthsilent, mage   
"
cosmic ",tank
mysticgolden30,archer
bravesilver8,archer
arcane-arcane,warrior
cosmic76,"	tank
"
samurai,healer
falcon,tank
"  ironshadow
	",assassin
reaper,mage
brave,tank   
 wolfraven ,archer 
" knightancient4
",archer
"	neon_warden2
",archer
"
crimson  ",assassin
darkblade8,archer
phoenix-silver,  tank 
electric,archer
shadowmystic8äöü,mage  
mysticstealth5 ,   tank   
wardenhunter,warrior
storm877, archer 
dark8, mage
furious1,assassin
electric9,healer
bladegolem,warrior  
samurai.dark,tank
golden.silver,"  assassin
"
rapid-neon6,archer
stealth,archer
samuraimystic,archer
wolflucky1,"tank
"
   electric35   ,   archer 
falcon,warrior
darkcosmic,"
mage"
stormraven1,assassin
ancient,tank
wildneon,mage
gHOsTraPId,warrior
crimsonphoenix,mage
ancient,healer
raVEnELECTric7,assassin
hunter,assassin
vipercrimson,"asSAssIn
"
" warden1
",warrior
 frozenmystic42,mage
   reaper   ,assassin
electric-dark,warrior
phoenixbrave1,tank
cosmicraven,warrior
stealth.arrow ,mage
brave,warrior
	dark4	,tAnK
WIzARd8,healer
golem,mage
arcane,mage
crimson.ninja,"
mage
 "
spirit52,healer
wizard-brave,tank
knightsilver,healer
samurai,assassin
luckyknight,tank
luckyelectric0,assassin
DarK,archer
crimsoncosmic,assassin
arrow-stealth6,	healer 
dragonsilver8  ,healer
   ancient   ,tank
"	arcane4
",archer
silentiron1,mage
dragon4   ,healer
ninja,warrior
electricsilent,mage
shadow,"
mage   ##"
kniGHT63,mage
silver61,archer
neon.golem,archer
samuraisilent,assassin
   falconwild574  ,assassin
tiger0,mage
silver, assassin  
wolFArROw,  warrior   
wolfrapid4,mage
wardenelectric,mage
knight.shadow7,maGE
ravengolden, tank	
"
wizard2",warrior
arcanecrimson3,healer
crimsonwolf,mage
reaper96,warrior
arcane_samurai	,	healer
dark,AsSassiN
brave,healer
neongolden,mage
blade.lucky,archer
 falcon16  ,tank
spirit-ghost17,archer
phoenixfurious,assassin
	arcane,warrior
ghostarrow,mage ##
raPidBlADe85,mage
warden,mage
reaperiron,healer
gOleM5,	healer  
luckywizard603,assassin
cosmicstealth,warrior
rapidviper6,archer
dragon,warrior
braveshadow88,"
wArRior "
wildmystic,mage
  cosmicwild7   ,	archer
furious.wizard," archer
"
"luckyghost
",ArCHER
ninja_mystic,  hEALEr 
  blade4   ,mage
viperfrozen4,assassin
raven.knight,tank
shadow,	warrior  
silver5,archer
wolf37,healer
ghostarcane0,tank
raven853,tank
arrow,tank
furioussilent3,warrior
mystic,assassin
warden0,archer
raven,assassin
rapid,tank
shadow,healer
ghOst,  mage  
golemphoenix,mage
arcane	,tank
"	stealthwarden
","
archer "
ghostknight,archer
stealthghost,archer
"
furious_cosmic ",	healer
ancient35, assassin   
brave8,warrior
	spiritsilent6,TaNk
mystic_dark,healer
"   warden
",tank
arcaneneon5,mage
silent0,assassin
	storm	,	archer
wild6,archer
WIzard-GOLDeN1,healer
   GOlEmCOSMIc3   ,assassin
"
hunter487  ",   warrior	äöü
crimson!!,healer
luckysamurai8,AsSAssiN
	arrowghost5	, warrior	
DaRKmYsTIc,	assassin   
arRow,healer 
mystic,warRioR
electricshadow,archer
brave,healer
"shadow0
",tank
silverdragon,tank
furious,tank
braverapid2,archer
lucky_storm3,assassin
stealthsamurai,healer
  wildcosmic4,healer
ninja,assassin
  frozen,warrior
FrOZEn63,healer
"mystic
",tANk
iron-silent997,assassin
   crimsonwizard1   ,assassin
wildmystic6 ,mage
brave-hunter7,hEaler
falcOn_SiLent,healer
viper8,"warrior
"
wizard-spirit,archer
mystic36,  mage 
silent2,mage
neon_warden7,  warrior
shadow,healer
dragonarrow6,tank
reapergolden, healer	
"   wizard9
", assassin
"  reaper20
",warrior
	shadow7  ,warrior
cosmic,archer
neon,warrior
electric.ancie,archer
phoenix,tank
   golden,assassin
crimson,archer
ghostwild4,healer
"	sPIRiT50
",warrior
lucky5, healer	
silver657,mage
dragonviper7,healer
"furiousreaper
",healer
raven0,healer
spirit,warrior
stealthgolden,assassin
arrow,warrior
crimson7,"   warrior
"
mysticarrow,tank
arcanearcane44,healer
spirit5,warrior
" samuraireaper4
",archer
crimsongolden5 ,warrior
electricdark9,tank	
brave_golden7,assassin
cosmicshadow,mage
rEApER0,archer
	blade   ,healer
spirit-wolf3,healer 
luCkyFROZeN,tank
golem-wild,assassin
golem-wild35  ,tank
rapidancient74,mage	 
falcon,"	assassin
"
wizardelectric,warrior
silent.lucky,  tank
arcane54,  assassin  
ironfalcon,assassin
"
wild   ",tank
cosmic,assassin
cosmic.dragon,healer
neon38,warrior
stormwizard,ARChER
   furiousmystic   ,warrioräöü
wizardfrozen7,warrior	
dragon,archer
wild467,healer
arrow1,mage
reaperiron65 ##,warrior
bladegolden0,MAgE
knight1,mage
crimson755,"
tank  "
golemsilent6,tank
crimson,mage
golden,  tank	
furious_mystic,archer
golden_cosmic5,tank	
cosmic,archer
furious6,tank
stealthshadow,mage
viper7!!,tank
"cosmicninja
",healer
stealth,archer
stealthwild,warrior
"   mystic_ghost
", healer
   mystic2 ,tank ##
dragon0,archer
furious_golden ##,warrior
shadow,assassin
neon,   assassin
raven.storm43,mage
knight3,warrior
rapid,healer
raven8,healer
golden,archer
ancientelectri,archer
shadow0,healer
samuraisilent,mage
viper,healer ##
silver.storm17,assassin
reapercrimson,healer
furious,tank
ravenblade4,HEaLER
storm4,assassin
electric.tiger,assassin!!
shaDOW8äöü, warrior  
IRoN-daRk4,mage
shadow-frozen,	assassin
"	warden
",heaLEr
spiritfurious3, aRcHer  
RaVEn,tank
golden1,archer
ancientphoenix,   warrior  
shadowshadow,mage
falcongolem40,tank
cosmic.ancient,mage
frozen.arrow,mage
frozen_furious,archer
"
wolf0 ",archer
wolf_ancient,"
wARRIor  "
shadowneon,healer
neon,assassin 
luckysilver5,healer
dark_frozen,"   healer
"
"
SHADow7  ",warrior
iron896,tank
golemlucky,warrior
rapidshadow6,"   assassin
"
furious,healer
hunter.samurai,healer
stealth,tank
"silver7
","  assassin
"
dark0,healer
frozen5 ##,archer
ninjaancient3,assassin
  lucky5	,tank
bladeiron,archer
"
reaperghost1	",archer
tigerreaper4,assassin
   knight5  ,healer
tigerneon,mage
arrow966,assassin
ghost-silent,tank
arrowghost5,warrior
knight7,healer
 rapid  ,tank
neon,healer
knight10,healer
iron453,archer
goldenrapid,warrior
ironwild,warrior
wizard,healer
ancient_iron20,mage
warden,tank
knight.electri,mage
reaper5,assassin
"	mystic_silver
",warrior
 cRiMSOn1 ,warrior
iron,warrior
crimson,aSsASsIn
   knightneon,healer
ravenarcane0,archer
	mystic237   äöü,mage
wolf.frozen,assassin
mystic8,"
Mage "
   NEoN6  ,tank
reaper5,warrior
	darkstorm77 ,  warrior	
spirit7,	mage  
iron62,assassin
shadowiron,healer
reaper,TaNk
silver-lucky26,tank
  shadow ,tank
crimson6,healer
silent565,archer
"spirit
",   warrior
 frozenancient,aSSasSIn
 crimson71 ,assassin 
frozen,archer
   shadow68	,mage!!
spirit61,assassin
goldenwolf,archer
dark1äöü,warrior
arcane_lucky4,assassin
arrowcrimson,mage
   electric4   ,healer
golemcosmic,tank
mysticäöü, mAGE	
   spirit   !!,warrior
golden,mage
furious798,mage
 mysticdark0	, mage	
knight64,warrior
   knight4	,archer
	goldendragon ,archer
frozenbrave," archer
"
arrowfurious ,assassin
	wolf85  !!,archer
silent,  tank  
"
vipershadow",mage
   phoenix8	,healer
	neon  ,mage
samurai,tank
goldenrapid3,assassin
ancient ,tank
bladerapid495,	tank  
   stormfrozen6 ,archer	
ravenarcane,archer
ghostreaper,assassin
"
sILvEr.StORM76 ",  healer	
silver.lucky1,tank
	stealth-frozen   ,TanK
bladestorm,healer
arcane1,ARcHer
golden-furious,mage
   bladeraven	,  tank   
stealth-mystic,archer
ancient7,archer
mystic,healer
spirit-hunter5,assassin
wolf-furious1,tank
ghostarcane,tank
cosmic7,archer
"
silver15
",mage
crimsongolden6,mage
blade,  assassin 
silvercrimson6,tank
wolf ##,archer
golden5,healer
arcane6äöü,warrior
"   arcane6
",root
viperiron3,archer
viperiron3,warrior
arcanephoenix9,archer
arcanephoenix9,mage
wizardwizard6,assassin
wizardwizard6,warrior
"ghost
",assassin
ghost,superadmin
warden-wolf0,mage
warden-wolf0,archer 
HuNtErIrON,warrior
hunteriron,assassin
	ancient   ,assassin
ancient,mAge
ancient-frozen,mage
ancient-frozen,archer
wardenninja,  warrior   
wardenninja,healer
dragon55,mage
dragon55,   mage	
   furious2   ,archer
furious2,warrior
	wolf_silver ,tank
wolf_silver,test
 neonsilver96,healer
neonsilver96,MAGe
samurai2,MAge
samurai2,healer
ghost,healer
ghost,	assassin
	dark-knight,healer
dark-knight,warrior
furiousrapid0,  healer	
furiousrapid0,healer
wildlucky5,healer
wildlucky5,invalid
falcon-cosmic6,tank
falcon-cosmic6,"	test
"
"
iron2
","assassin
"
iron2,superadmin
   dragonfrozen	,tank
dragonfrozen,root
brave81,healer
bRaVe81,test
neon9,archer	
	neon9  ,superadmin
mystic,archer
mystic,assassin	
crimson,mage
crimson,invalid
 ReAper7	,	tank 
reaper7,healEr
 arrow-mystic ,warrior
arrow-mystic,	assassin  
arrow665,tank
arrow665,invalid
crimson9,mage
crimson9,"	mage
"
phoenixlucky,hEaLeR ##
phoenixlucky,root
cosmic,archer	
cosmic,archer
silvergolden,	warrior	
silvergolden!!,superadmin
goldenmystic7äöü,archer
  goldenmystic7  ,invalid
"
brave5",mage
" brave5
",assassin
ancient,mage
ancient,mage  
wolf2,warrior
wolf2,superadmin
frozen,   healer  
frozen,mage
hunter5,mage
hUnteR5,superadmin
frozenreaper8,healer
frozenreaper8,MAGe
raven,mage
raven,invalid
wizard5,assassin
 wizard5   ,"
test"
woLF_KnIGHT,archer
wolf_knight,test
reaper-electri,   archer äöü
reaper-electri,   mage	
tigerstealth90,healer
tigerstealth90	,	invalid	
crimsonraven79,tank
crimsonraven79,assassin
ancient-mystic,tank
ancient-mystic!!,SuPErADmin
   raven	,healer
raven,invalid
arcaneneon,assassin
arcaneneon,test
electric8,tank
electric8,test
arcane7,assassin
arcane7,	warrior  
wildraven230,mage
wildraven230,healer
electric,assassin
electric,archer
electric,	archer
electric,superadmin
lucky,mage
lucky,assassin
shadow,mage
"
shadow ",healer
samurai,mage
 samurai	,assassin
iron-wild67,archer
iron-wild67,sUPerADmin
blade8,  assassin 
blade8,tank
"   NiNjA
", assassin  
ninja,	mage	
electric10,healer
electric10,assassin
 dragonstealth4,assassin
DRaGOnSTealtH4äöü,tank
falconreaper8,tank	
falconreaper8  ,archer
	IroN ,magE
iron, warrior	
wild,warrior
wild,   invalid 
"
neon	",healer  
neon,root
falcon.cosmic0,AssASSiN
faLcON.CosMiC0,archer
crimson_dragon,assassin
crimson_dragon,test
arcane.golem0,tank
arcane.golem0	,healer
samuraiknight3,"
warrior  "
	samuraiknight3   ,mage
"
wardengolden  ",mage
wardengolden,test
neonstorm,healer
neonstorm,healer
furious_rapid,archer
furious_rapid,invalid
arcane9,healer
	arcane9   ,warrior
golden33,archer
golden33,tank
BlADe,healer
blade,warrior  
golden.blade,archer
golden.blade  ,assassin
crImsoN.GOlDeN,WArRIOr
crimson.golden,archer
	frozenwild  ,tank
frozenwild,archer
viper,tank
viper,tank
shadow9,tank
shadow9,warrior
brave,tank
brave ##,WarRior
arcanemystic7!!,healer
"
arcanemystic7"," superadmin
"
shadowstealth6,healer
shadowstealth6,mage
cosmicstealth,   archer  
cosmicstealth  ,warrior
wild,healer
wild,test
stealthknight,tank
stealthknight,assassin
wardenbrave,   healer	
wardenbrave,root
wizardelectric,mage
wizardelectric, assassin 
neon8,	archer  
neon8,invalid
reaperdark2,TAnk
" reaperdark2
",test
   arcane	 ##,archer
arcane,superadmin
goldenneon757,warrior
goldenneon757,mage äöü
SILeNt1	,HeAlEr
silent1,superadmin
arrowwolf9,"   archer
"
ARRoWwoLf9,root	
   silver,assassin	
silver, mage
crimson0,tAnk
crimson0 ,warrior
"wild1
","mage
 "
wild1,superadminäöü
	COSMICdaRk,warrior	
CoSmicdaRK,assassin
neongolem3,archer
neongolem3,archer
neontiger4,  tank
neontiger4,mage
warden5,warrior
warden5,"
healer "
neon6,healer
neon6,mage!!
  irondragon ,"
assassin
"
   irondragon ,root
ancient_ghost4!!,tank
ancient_ghost4,assassin
"wolfiron47
",archer	
wolfiron47,assassin
mysticsilver,aSsAssIN
mysticsilver,healer
frozen56,healer
frozen56,invalid
iron,warrior
iron,warrior
furiousshadow9,archer
furiousshadow9,	test  
ironfuriousäöü,mage
ironfurious,archer
crimson,tank
crimson,superadmin
arcaneneon,archer
arcaneneon,root
crimsonfrozen,archer
crimsonfrozen,mage
cosmicwild0,"
archer   "
cosmicwild0,invalid
"
crimson_iron24  ",archer
crimson_iron24,HeAlER
shadow36,warrior
shadow36,"   test
"
 spiritfurious5	,ASsAsSIn
"spiritfurious5
",warrior
ancient80,archer
ancient80,warrior ##
wilddark2,assassin
wilddark2,mage
furious5,mage
furious5,root
fROZEN7,assassin
frozen7,test
stealthspirit5!!,archer
stealthspirit5,TESt  
iron-raven96,archer 
iron-raven96,"
healer
"
   ninja1   ,healer
ninja1,	tank   
golden-ghost80,AsSaSSin
golden-ghost80,test
viperiron,warrior
viperiron,archer
knightgolden8,tank
knightgolden8,WARriOR
mysticfurious3,	assassin
mysticfurious3,   superadmin  
rapidknight252,  archer   
rapidknight252   ,root
lucky17,assassin
lucky17 ##,warrior
storm,mage
storm,tank
knight6,healer
knight6,healer
neon,   assassin
neon,tANK
mysticrapid3,assassin
mysticrapid3,warrior
rapid7,mage 
 rapid7	,"
tank
"
iron.shadow,archer
iron.shadow,superadminäöü
crimson7,mage
  crimson7 ,hEaLER
frozen,archer
frozen,"
root  "
cosmic_tiger,tank ##
cosmic_TIGEr,healer
tiger6,mage
tiger6,superadmin
knight60,warrior
knight60,assassin
wild,healer
WilD,superadmin
wildfalcon,assassin
wildfalcon,healer
furious1,warrior
furious1,	tank
GHost,tank
"
ghost
",archer
phoenix,assassin	
PHoeNix,   superadmin	
wildcrimson,"
archer   "
wildcrimson,superadmin
arrowelectric,assassin
arrowelectric,assassin
crimson.iron,HEAlER
crimson.iron,mage
wardenwizard3,healer
   wardenwizard3	,  invalid	
golemlucky763,assassin
golemlucky763,   invalid	
electric,"	warrior
"
  ELeCTric  ,tank
electric,mage
"
electric ",warrior
shadow,archeräöü
shadow,"
superadmin   "
brave21,warrior
brave21,assassin
ancientcrimson,tank
ancientcrimson,archer
rapid,warrior
rapid,test
   lucky	,mage
lucky,mage
stealthdragon4,"
archer "
stealthdragon4,mage
fUriOUS3,	tank  
furious3 ,root 
frozen.warden,tank
frozen.warden,test
   ancient.golden,tank
ancient.golden,assassin
crimson42, mage	
crimson42,healer
shadowraven9,tank
shadowraven9,  arCheR
dark-wild40,assassin
dark-wild40	,test
dragon6,assassin
"
dragon6 ","   superadmin
"
brave.iron, mage
"  BraVe.iRoN
",archer
wild7,"   healer
"
wild7,superadmin
arrow,healer	
arrow,healer
wizard22,archer
wizard22,healer
elEcTRIC,tank
electric,aSsAssIn
"
ninja9   ",tank!!
ninja9,warrior
wildarcane5,assassin
 wildarcane5	,test
	wizardcrimson9  ,archer
" wizardcrimson9
",invalid
shadow,  tank   
shadow,root	
stealth7,HEAler
"stealth7
",test
frozenfrozen15,warrior
frozenfrozen15,  tank	
siLeNTnEoN,assassin
silentneon,test
furious,archer
furious,AsSAssIn
rapid11, warrior	
rapid11 ,invalid
lucky,tank
lucky,inVALiD   
rapid8,assassin
rapid8,tank 
arcanereaper,archer
arcanereaper,assassin
warden1,warrior
warden1,healer
bladelucky,archer
bladelucky,superadmin
dark81,	archer   
dark81,warrior
